,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Response,Amount,TotalPurchases,Age,Years_Since_Registration,Cluster_labels
911,4654,Graduation,Together,75114.0,0,0,40,2,0,0,1253,19,32,10.518822724161533,Average
912,9760,PhD,Widow,52278.0,0,1,24,8,0,1,1198,31,61,10.976043805612594,High
913,1048,Master,Married,35641.0,1,0,11,7,0,1,178,10,52,10.510609171800137,Average
914,10619,Graduation,Single,95529.0,0,0,29,3,0,1,1990,18,30,11.849418206707734,High
915,9308,Graduation,Married,62820.0,0,0,51,1,0,0,976,14,70,10.198494182067078,Average
916,10505,Master,Together,73113.0,0,0,86,2,0,0,1001,15,64,10.05886379192334,Average
917,8362,PhD,Married,84169.0,0,0,9,3,0,1,1919,20,42,10.52703627652293,Low
918,2625,2n Cycle,Single,42607.0,0,1,30,3,0,0,350,14,70,10.165639972621491,Low
919,4637,PhD,Single,74637.0,0,0,73,3,0,0,1650,25,70,10.666666666666666,Average
920,9972,PhD,Together,46015.0,1,1,25,7,0,0,46,5,69,9.763175906913073,Low
921,4483,Graduation,Single,72354.0,0,0,67,1,0,0,1228,19,31,10.751540041067761,Average
922,4487,Master,Single,39858.0,1,0,67,6,0,1,95,7,55,10.978781656399725,Average
923,4988,PhD,Married,34469.0,1,1,58,4,0,0,62,9,76,9.78507871321013,High
924,8931,Graduation,Together,83033.0,1,0,82,5,0,0,1761,26,38,9.66735112936345,Low
925,5871,Master,Together,24401.0,0,0,98,8,0,0,467,16,45,11.378507871321013,Low
926,2008,Graduation,Married,77583.0,0,0,93,2,0,0,1149,19,46,9.292265571526352,Average
927,3139,2n Cycle,Single,74116.0,0,0,53,2,0,0,2052,19,42,10.047912388774812,Low
928,10037,Graduation,Single,74293.0,0,0,66,2,0,0,1127,16,31,9.78507871321013,Average
929,10673,PhD,Married,68397.0,0,1,6,3,0,0,1416,21,48,10.165639972621491,High
930,5303,PhD,Together,79632.0,0,0,42,2,0,0,1113,20,50,9.453798767967145,Low
931,538,Graduation,Single,46107.0,1,0,78,3,0,0,125,7,35,9.292265571526352,Low
932,7922,PhD,Single,64950.0,0,1,29,7,0,0,966,25,73,11.107460643394935,Low
933,5692,Basic,Married,25443.0,1,0,82,8,0,0,32,5,35,11.069130732375086,Low
934,4843,Graduation,Single,75127.0,0,0,92,1,0,0,833,19,72,9.656399726214921,High
935,6383,PhD,Together,32892.0,1,0,78,8,0,0,46,8,53,9.648186173853524,Low
936,1628,Graduation,Together,71796.0,0,0,54,4,0,0,960,17,53,10.231348391512663,Low
937,1204,PhD,Married,67536.0,0,1,45,8,0,0,1829,30,54,10.655715263518138,Low
938,3673,Graduation,Single,55239.0,0,1,59,5,0,0,779,26,53,10.510609171800137,Low
939,760,PhD,Divorced,60554.0,1,0,8,6,0,0,811,23,49,10.35728952772074,Average
940,8957,2n Cycle,Single,64831.0,1,1,51,6,0,0,1120,22,72,10.28062970568104,Low
941,4128,PhD,Together,56067.0,0,1,51,5,0,0,725,20,62,10.494182067077345,Low
942,6810,Graduation,Divorced,82025.0,0,0,76,1,0,1,1187,12,41,10.639288158795345,Low
943,5386,Graduation,Together,94384.0,0,0,62,2,0,1,2302,18,71,10.789869952087612,Low
944,8700,Basic,Single,14906.0,0,0,86,7,0,0,66,9,38,11.069130732375086,Low
945,3202,PhD,Married,51563.0,0,0,60,8,0,0,1250,19,37,12.019164955509925,Average
946,1328,2n Cycle,Married,57937.0,0,1,56,3,0,0,683,20,42,9.91649555099247,High
947,8405,Graduation,Divorced,68274.0,1,1,83,3,0,0,305,13,45,10.297056810403832,High
948,6515,Graduation,Together,39771.0,1,0,92,4,0,0,50,6,47,10.598220396988363,Low
949,2882,2n Cycle,Divorced,67893.0,0,1,31,8,0,0,995,16,49,12.019164955509925,Average
950,7574,PhD,Together,27922.0,1,0,80,4,0,0,41,6,45,9.284052019164955,Low
951,6387,PhD,Together,52190.0,1,1,39,5,0,0,77,9,48,9.451060917180014,High
952,5320,Master,Divorced,44051.0,1,1,20,6,0,1,171,12,51,10.965092402464066,Low
953,5048,PhD,Single,42767.0,2,0,53,8,0,0,131,7,53,10.198494182067078,Average
954,8146,Master,Together,46106.0,1,1,84,6,0,0,54,5,48,9.19917864476386,Average
955,10031,PhD,Married,16927.0,1,1,50,8,0,0,53,12,48,10.291581108829568,Average
956,5748,Graduation,Married,59754.0,0,1,96,5,0,1,475,16,59,12.013689253935661,Low
957,2134,Graduation,Single,53700.0,0,1,94,5,0,0,694,22,72,11.416837782340862,High
958,1523,Graduation,Married,59041.0,1,1,25,5,0,0,96,8,51,9.535934291581109,Low
959,9665,PhD,Divorced,54237.0,0,1,48,6,0,0,361,16,67,10.72416153319644,Low
960,4640,Graduation,Divorced,70647.0,0,1,65,2,0,0,1079,26,57,11.321013004791238,High
961,3635,PhD,Single,52597.0,0,1,69,5,0,0,578,20,62,9.535934291581109,High
962,3547,Master,Together,41021.0,1,0,12,6,0,1,64,7,55,11.047227926078028,Average
963,2456,PhD,Married,40233.0,0,1,84,6,0,0,149,13,49,10.258726899383984,Average
964,5633,Graduation,Married,50183.0,1,1,47,5,0,0,231,17,44,9.56331279945243,Average
965,7801,Graduation,Together,54753.0,0,1,87,4,0,0,728,21,65,10.105407255304586,Average
966,10489,Graduation,Married,92955.0,0,0,35,2,0,1,1778,23,51,10.412046543463381,Average
967,7011,Graduation,Married,33471.0,1,0,47,7,0,0,93,10,51,11.101984941820671,Average
968,2620,PhD,Married,34596.0,1,0,48,8,0,1,23,4,50,10.76249144421629,High
969,3933,Graduation,Together,44010.0,1,0,46,9,0,0,662,24,44,11.260780287474333,Average
970,10981,Graduation,Married,84219.0,0,0,27,1,0,0,1198,18,36,9.95482546201232,High
971,1734,PhD,Together,40706.0,2,1,37,7,0,0,81,11,56,10.99794661190965,Low
972,10995,2n Cycle,Married,15716.0,1,0,8,8,1,0,92,10,36,11.099247091033538,Average
973,6357,2n Cycle,Divorced,59052.0,0,1,29,5,0,0,491,18,65,10.165639972621491,Average
974,9209,Master,Together,80573.0,0,0,85,2,0,0,1564,24,53,11.2580424366872,High
975,10286,Graduation,Married,83715.0,0,0,2,0,0,0,926,24,62,9.878165639972622,Average
976,2611,Master,Together,82576.0,0,0,66,1,0,0,1910,19,65,12.02464065708419,High
977,1600,Master,Married,56962.0,2,1,60,7,0,0,411,21,59,10.184804928131417,Low
978,3308,Graduation,Married,35704.0,1,1,54,4,0,0,94,9,72,9.880903490759753,Low
979,5407,Graduation,Together,53103.0,0,1,70,7,0,0,1085,28,70,10.105407255304586,Average
980,2166,2n Cycle,Widow,46779.0,1,1,55,4,0,0,23,4,64,10.11088295687885,Average
981,3955,Graduation,Divorced,4861.0,0,0,20,14,0,0,6,0,59,9.571526351813826,Low
982,6634,Master,Divorced,33462.0,1,0,78,7,0,0,54,6,45,10.52703627652293,High
983,3056,Graduation,Divorced,63693.0,0,1,63,6,0,0,1150,29,46,10.258726899383984,High
984,5718,Graduation,Married,80763.0,0,0,17,3,0,1,1415,23,74,10.42299794661191,High
985,6872,PhD,Married,65352.0,0,1,43,4,0,0,405,16,50,10.406570841889117,Average
986,8164,PhD,Married,82170.0,0,0,13,2,0,0,1908,19,46,10.143737166324435,Average
987,4580,Graduation,Married,75759.0,0,0,46,5,0,1,2486,26,55,10.22861054072553,High
988,9305,2n Cycle,Single,79689.0,0,0,65,2,0,0,1315,27,48,10.116358658453114,High
989,453,PhD,Widow,35340.0,1,1,1,5,0,0,45,7,68,9.552361396303901,Average
990,8545,Graduation,Divorced,85683.0,0,0,6,1,0,1,1789,17,70,9.826146475017111,Low
991,9850,2n Cycle,Married,24884.0,1,0,32,7,0,0,19,4,52,11.132101300479125,High
992,7378,Master,Together,42021.0,1,0,34,9,0,0,573,22,43,11.378507871321013,High
993,7646,Graduation,Single,64449.0,1,0,70,4,0,0,805,24,35,9.911019849418206,High
994,1640,Graduation,Divorced,64587.0,1,1,49,3,0,0,108,8,70,9.571526351813826,Low
995,5184,Graduation,Single,34824.0,0,0,65,6,0,0,23,4,29,9.81245722108145,Average
996,8492,Graduation,Together,75437.0,0,0,25,6,0,0,1493,23,46,10.349075975359343,Low
997,11188,Graduation,Together,26091.0,1,1,84,5,0,0,89,9,67,9.891854893908283,High
998,1212,Graduation,Married,52845.0,1,0,7,6,0,0,936,25,51,10.428473648186174,High
999,9097,Graduation,Divorced,46086.0,0,1,34,4,0,0,343,16,68,10.85284052019165,High
1000,10473,PhD,Widow,78028.0,0,1,38,7,0,1,528,20,68,11.271731690622861,High
1001,7962,PhD,Single,95169.0,0,0,1,1,0,1,1901,12,37,10.351813826146476,Average
1002,9984,2n Cycle,Married,56337.0,1,1,25,8,0,1,724,22,43,10.809034907597535,High
1003,5527,Graduation,Together,22434.0,1,0,25,8,0,0,58,7,37,10.924024640657084,High
1004,6374,PhD,Married,36930.0,0,1,50,8,0,0,297,16,70,10.669404517453799,Low
1005,7453,Graduation,Single,36130.0,0,1,46,4,0,1,488,21,70,10.954140999315538,High
1006,8952,Master,Married,65569.0,0,1,96,3,0,0,859,23,71,11.685147159479808,High
1007,241,Graduation,Together,83844.0,0,0,57,1,0,0,1574,20,72,10.116358658453114,High
1008,8975,Graduation,Married,19514.0,1,1,47,8,0,0,69,10,56,9.973990417522245,Average
1009,6119,PhD,Single,36736.0,1,1,52,6,0,0,17,4,61,10.283367556468173,Average
1010,5236,Graduation,Together,77568.0,0,1,30,5,0,0,2194,21,45,11.394934976043805,Average
1011,5723,PhD,Together,49187.0,0,1,63,2,0,0,116,8,48,9.210130047912388,Average
1012,1710,Graduation,Single,30168.0,1,0,51,9,0,0,279,18,46,10.54072553045859,High
1013,1970,Master,Together,34053.0,0,1,14,8,0,0,103,7,56,11.271731690622861,Average
1014,5313,Master,Married,38196.0,1,1,20,5,0,0,44,9,53,9.749486652977414,High
1015,10634,Master,Married,59412.0,0,0,56,3,0,0,406,15,73,9.74674880219028,High
1016,7010,2n Cycle,Married,70924.0,0,0,41,3,0,0,1363,20,59,9.538672142368242,Low
1017,8562,Graduation,Together,54165.0,0,0,72,2,0,0,236,11,55,10.639288158795345,High
1018,3158,Graduation,Married,32300.0,1,0,1,8,0,0,39,5,51,10.880219028062971,Low
1019,4436,Graduation,Single,20180.0,0,0,27,7,0,0,137,8,48,10.904859685147159,Low
1020,5287,Graduation,Married,34961.0,1,0,77,7,0,0,79,10,51,9.579739904175222,High
1021,2445,PhD,Together,28440.0,1,0,87,8,0,0,63,6,50,10.529774127310061,High
1022,6059,PhD,Together,64504.0,1,2,81,7,0,1,1314,25,71,10.789869952087612,Average
1023,4550,Master,Together,33564.0,0,1,51,5,0,0,71,6,58,9.566050650239562,High
1024,4240,Graduation,Married,17345.0,1,0,79,8,0,0,58,7,46,11.852156057494867,High
1025,8911,PhD,Married,56320.0,0,1,11,4,0,0,702,21,57,10.453114305270363,High
1026,3706,Graduation,Single,28647.0,1,0,54,7,0,1,94,7,46,10.406570841889117,Average
1027,3628,Basic,Single,15038.0,1,0,93,9,0,0,80,7,37,10.965092402464066,High
1028,10175,PhD,Divorced,32173.0,0,1,0,4,0,0,22,5,66,11.02258726899384,Low
1029,8985,2n Cycle,Together,68316.0,0,1,54,6,0,0,1211,32,60,11.767282683093772,Average
1030,5204,Graduation,Together,74538.0,0,0,21,3,0,1,1461,22,53,10.55167693360712,High
1031,9220,Graduation,Single,91700.0,0,0,58,3,0,1,1968,20,53,10.99794661190965,Average
1032,9888,Graduation,Together,68695.0,0,0,3,2,0,0,1091,16,55,9.56331279945243,High
1033,5263,2n Cycle,Married,31056.0,1,0,99,8,0,0,55,5,47,10.984257357973991,High
1034,1020,Graduation,Married,79593.0,0,0,70,2,0,0,1366,19,51,9.117043121149898,Average
1035,9503,Graduation,Single,28071.0,0,0,65,8,0,0,313,13,44,11.383983572895277,Low
1036,10613,PhD,Together,37334.0,1,1,44,4,0,0,62,11,66,9.88911704312115,Low
1037,67,Master,Single,46423.0,1,1,6,7,0,0,92,9,52,10.329911019849419,Average
1038,6019,PhD,Married,37126.0,1,0,9,6,0,1,72,6,53,9.801505817932922,Average
1039,5863,Graduation,Married,47703.0,0,1,95,5,0,0,655,21,71,10.636550308008214,Low
1040,3717,Graduation,Married,61180.0,0,1,70,3,0,0,704,18,65,9.735797399041752,Average
1041,6730,Graduation,Married,38998.0,1,1,92,8,1,0,54,8,70,11.852156057494867,Low
1042,10749,Graduation,Single,8028.0,0,0,62,19,0,0,178,16,33,11.329226557152635,High
1043,4998,Graduation,Together,76081.0,0,0,85,2,0,0,1033,14,62,9.653661875427789,Average
1044,6287,Graduation,Together,34728.0,1,0,2,6,0,1,36,5,38,10.466803559206022,High
1045,5985,Master,Single,33168.0,0,1,0,7,0,0,122,10,59,11.260780287474333,Average
1046,4754,Master,Married,33585.0,0,1,91,4,0,0,122,7,58,10.310746064339494,Average
1047,4002,PhD,Married,77037.0,0,1,3,3,0,0,1123,27,64,10.261464750171116,High
1048,8870,Graduation,Together,35196.0,1,0,68,8,0,1,497,18,40,11.175906913073238,Average
1049,966,Graduation,Married,44529.0,0,1,98,5,0,0,691,25,58,10.69678302532512,High
1050,4767,2n Cycle,Married,70924.0,0,0,41,3,0,0,1363,20,59,9.538672142368242,Average
1051,9725,PhD,Together,28764.0,1,1,16,8,0,0,12,4,58,9.700205338809035,Low
1052,4475,PhD,Married,69098.0,0,0,82,5,0,0,2440,25,75,10.915811088295689,Low
1053,5740,2n Cycle,Divorced,25959.0,1,1,1,6,0,1,56,7,54,10.921286789869953,Low
1054,5731,Master,Married,27100.0,1,0,64,7,0,0,37,5,41,10.704996577686517,Average
1055,7290,Graduation,Single,70596.0,0,0,68,2,0,0,968,21,39,11.68788501026694,Average
1056,3846,Graduation,Married,42557.0,0,1,98,8,0,0,270,15,50,11.383983572895277,High
1057,8104,PhD,Married,53312.0,0,0,32,7,0,0,278,12,73,10.35728952772074,Low
1058,4507,Graduation,Single,72228.0,0,0,87,3,0,0,1250,22,72,11.137577002053389,Low
1059,11013,Graduation,Together,67605.0,0,0,84,1,0,0,938,17,37,10.798083504449007,Average
1060,4491,Master,Married,62845.0,1,1,3,8,0,0,1178,28,75,12.019164955509925,High
1061,3759,Graduation,Together,65196.0,0,2,34,5,0,0,1155,26,66,10.480492813141684,Average
1062,1162,PhD,Single,42000.0,0,0,23,5,0,1,653,20,37,10.294318959616701,Low
1063,2055,PhD,Divorced,35860.0,1,1,37,5,0,0,49,6,51,9.664613278576317,Average
1064,10766,PhD,Married,65526.0,0,1,22,2,0,0,506,17,60,9.201916495550993,Low
1065,4415,Graduation,Married,16860.0,1,1,19,7,0,0,38,8,63,11.104722792607802,High
1066,3005,Graduation,Single,83528.0,0,0,7,1,0,1,1650,23,32,10.03148528405202,Average
1067,2223,2n Cycle,Divorced,64176.0,0,1,52,6,0,0,1826,33,59,11.860369609856264,Low
1068,4817,Graduation,Divorced,22304.0,0,0,91,8,0,0,18,4,68,11.775496235455167,Average
1069,2875,Graduation,Married,67023.0,0,0,93,2,1,0,906,24,46,9.790554414784394,Average
1070,10536,PhD,Together,32892.0,1,0,78,8,0,0,46,8,53,9.648186173853524,High
1071,11112,Graduation,Together,70713.0,0,1,23,3,0,0,1477,25,58,11.849418206707734,Average
1072,3807,Graduation,Together,59925.0,0,1,83,6,0,0,766,23,69,11.129363449691992,High
1073,9197,Graduation,Married,39722.0,0,1,92,5,0,0,47,7,71,9.894592744695414,Low
1074,10832,Graduation,Together,46610.0,0,0,4,6,0,0,467,14,66,10.499657768651609,Low
1075,6421,Graduation,Together,88347.0,0,0,32,1,0,0,2116,21,63,10.863791923340179,Average
1076,4207,PhD,Married,87171.0,0,0,27,2,0,0,1298,25,43,11.030800821355236,Average
1077,577,2n Cycle,Together,26907.0,1,1,10,7,0,0,22,6,48,10.40930869267625,High
1078,10855,Master,Single,50014.0,1,0,9,5,0,0,396,15,56,9.984941820670773,Low
1079,3081,PhD,Married,41014.0,1,0,65,7,0,0,20,4,46,10.737850787132102,Average
1080,3535,Graduation,Single,66294.0,0,0,68,2,0,0,967,13,59,9.83709787816564,Low
1081,247,Graduation,Married,36715.0,1,0,16,9,0,1,357,19,53,11.16495550992471,High
1082,8707,Graduation,Married,79456.0,0,0,12,3,0,1,1401,16,68,11.403148528405202,Low
1083,9523,Graduation,Together,40479.0,1,0,95,4,0,0,15,4,42,10.417522245037645,High
1084,6072,Master,Single,75345.0,0,0,16,3,0,1,2087,20,54,10.954140999315538,Average
1085,6295,Graduation,Married,54233.0,0,1,46,8,0,0,981,26,47,10.792607802874743,Low
1086,10914,Graduation,Single,24163.0,1,1,3,4,0,0,17,6,54,10.102669404517453,High
1087,1509,PhD,Together,84460.0,0,0,80,5,0,1,523,22,66,10.795345653661876,Average
1088,5577,Graduation,Together,43776.0,1,0,77,6,0,0,23,4,41,9.869952087611225,Average
1089,7348,PhD,Single,71691.0,0,0,0,2,0,1,1192,17,66,9.83709787816564,Average
1090,1127,PhD,Married,85844.0,0,0,62,2,0,0,1958,20,51,9.637234770704996,Average
1091,1833,PhD,Single,39190.0,1,0,91,5,0,0,133,9,50,9.727583846680355,Low
1092,4944,Graduation,Together,71367.0,0,0,24,2,0,0,777,17,65,10.401095140314853,Average
1093,9080,PhD,Single,38578.0,1,1,2,8,0,0,73,9,52,10.570841889117043,High
1094,6466,PhD,Married,57236.0,1,1,22,3,0,0,121,10,59,9.122518822724162,Average
1095,9964,Graduation,Single,61825.0,0,1,56,4,0,0,424,15,45,10.52703627652293,High
1096,4790,Graduation,Divorced,79803.0,0,1,54,1,0,0,868,13,66,9.943874058863791,High
1097,10245,2n Cycle,Single,80910.0,0,0,71,1,0,0,756,15,38,11.211498973305956,High
1098,1109,Master,Together,27590.0,1,0,38,7,0,0,12,4,42,10.735112936344969,Low
1099,6001,Graduation,Married,56775.0,0,1,62,5,0,0,937,25,45,10.956878850102669,Average
1100,5538,Graduation,Divorced,83829.0,0,0,78,1,0,1,1862,17,49,10.43668720054757,High
1101,10552,2n Cycle,Married,54210.0,0,1,18,5,0,0,367,14,45,10.661190965092402,Low
1102,1545,Graduation,Married,38508.0,1,0,95,8,0,0,443,20,38,10.937713894592745,Low
1103,7409,Graduation,Together,53187.0,1,0,66,5,0,0,267,13,54,10.225872689938399,Low
1104,4444,Graduation,Married,30023.0,1,0,28,8,0,0,61,6,52,9.817932922655714,High
1105,146,PhD,Single,76045.0,0,0,78,2,0,0,1323,21,64,10.171115674195756,Average
1106,6271,PhD,Married,50870.0,0,1,13,5,0,0,63,6,72,9.579739904175222,Low
1107,10065,2n Cycle,Married,15315.0,0,0,27,5,0,0,64,8,54,10.861054072553046,High
1108,4741,2n Cycle,Married,65463.0,1,0,17,5,0,0,562,19,50,9.963039014373717,Average
1109,246,Graduation,Married,66480.0,1,1,71,4,0,0,312,19,59,9.631759069130732,Average
1110,375,Graduation,Divorced,76773.0,0,0,79,1,0,0,1156,16,70,10.8911704312115,High
1111,1524,2n Cycle,Single,81698.0,0,0,1,5,0,1,1104,16,41,11.0362765229295,Low
1112,10022,PhD,Single,54466.0,1,1,78,5,0,0,16,4,51,9.374401095140314,Average
1113,7451,Master,Single,98777.0,0,0,23,1,0,0,2008,19,64,9.91375770020534,Average
1114,11010,PhD,Single,16269.0,1,0,75,8,0,0,44,9,40,10.381930184804927,Low
1115,4356,Graduation,Together,71819.0,0,1,70,6,0,0,1574,14,53,10.387405886379192,High
1116,3885,PhD,Married,33569.0,1,0,10,8,0,1,63,5,41,10.25325119780972,Average
1117,1175,Master,Married,36262.0,0,0,24,6,0,1,426,12,41,10.324435318275153,High
1118,880,Basic,Together,22634.0,0,0,47,8,0,0,96,6,58,11.000684462696784,Low
1119,2320,2n Cycle,Married,47025.0,0,1,98,9,0,0,635,23,46,10.105407255304586,Low
1120,850,Graduation,Single,70566.0,0,1,4,3,0,0,757,22,56,10.603696098562628,High
1121,4713,PhD,Married,31605.0,1,0,15,7,0,0,125,9,45,11.151266255989048,High
1122,675,Master,Divorced,52034.0,1,1,67,7,0,0,332,16,51,10.669404517453799,High
1123,5025,Graduation,Single,48526.0,1,0,32,3,0,0,135,8,45,10.064339493497604,Average
1124,2308,Graduation,Married,46734.0,0,1,40,7,0,0,330,14,70,11.162217659137577,High
1125,5995,Graduation,Divorced,39552.0,1,1,54,8,0,1,384,20,62,11.080082135523615,Low
1126,6749,Graduation,Single,86358.0,1,1,78,8,0,0,1722,18,58,11.441478439425051,Low
1127,1010,Graduation,Together,46931.0,2,1,94,3,0,0,78,7,47,9.73305954825462,Low
1128,8977,Basic,Single,16581.0,0,0,51,4,0,0,24,4,39,10.127310061601642,High
1129,4756,2n Cycle,Divorced,63998.0,0,0,42,4,0,1,1168,25,72,10.075290896646132,Low
1130,3412,Master,Married,67381.0,0,1,67,7,0,0,957,17,73,11.003422313483915,Average
1131,606,Graduation,Single,25930.0,1,1,87,7,0,0,15,4,57,10.269678302532512,High
1132,5961,Graduation,Married,42693.0,1,0,29,5,0,0,57,5,46,9.533196440793978,Average
1133,2975,Graduation,Together,85606.0,0,1,89,3,0,0,1956,24,48,11.099247091033538,Low
1134,2894,Graduation,Single,72903.0,0,0,74,4,0,1,2013,21,39,10.217659137577002,High
1135,7613,2n Cycle,Together,49669.0,1,0,97,6,0,0,326,14,50,9.650924024640657,Low
1136,10542,PhD,Married,36778.0,1,1,63,9,0,0,77,9,56,11.693360711841205,Low
1137,8015,PhD,Divorced,85696.0,0,0,88,1,0,1,1313,20,62,10.869267624914443,Average
1138,10617,Master,Divorced,10979.0,0,0,34,5,0,0,30,8,35,9.656399726214921,Low
1139,11166,Graduation,Married,49678.0,0,1,81,7,0,0,315,14,63,10.954140999315538,Low
1140,849,Master,Together,56129.0,0,1,65,4,0,0,660,22,71,10.576317590691307,Low
1141,523,Graduation,Married,37155.0,1,0,51,5,0,0,74,7,35,10.959616700889802,Low
1142,4066,2n Cycle,Divorced,21282.0,1,0,76,6,0,0,46,7,46,9.19917864476386,Average
1143,8414,PhD,Single,33419.0,0,1,76,7,0,0,86,8,62,10.417522245037645,Low
1144,819,Graduation,Widow,63285.0,0,0,84,3,0,0,1103,25,79,10.685831622176591,Low
1145,4961,Master,Together,21255.0,1,0,56,4,0,0,61,11,50,9.987679671457906,Low
1146,749,Graduation,Together,42162.0,1,0,31,6,0,1,145,9,43,10.160164271047227,High
1147,5430,Graduation,Together,54450.0,1,1,0,8,0,0,684,31,68,11.340177960301164,Average
1148,7755,PhD,Married,57744.0,0,1,91,8,0,0,411,16,70,10.099931553730322,Average
1149,10525,Graduation,Single,26576.0,1,0,40,9,0,1,27,4,38,11.260780287474333,High
1150,1453,PhD,Widow,57513.0,0,0,59,6,0,0,1060,27,81,10.611909650924025,High
1151,8310,Graduation,Together,68142.0,0,1,96,6,0,0,1459,24,60,11.383983572895277,Average
1152,10710,Graduation,Married,7500.0,0,1,61,8,0,0,18,4,45,11.383983572895277,Average
1153,5031,Graduation,Together,83145.0,0,0,14,2,0,1,1833,26,50,11.318275154004107,High
1154,2613,Master,Married,54197.0,0,1,16,1,0,0,237,12,64,9.872689938398358,Low
1155,213,PhD,Single,23091.0,1,1,98,7,0,0,48,10,61,9.639972621492129,High
1156,967,Graduation,Married,46049.0,1,1,11,7,0,1,515,26,48,10.491444216290212,Low
1157,1077,Graduation,Together,56715.0,0,0,52,4,0,0,1020,15,50,11.682409308692677,High
1158,7959,Graduation,Married,79410.0,0,0,19,1,0,0,1370,11,63,9.637234770704996,Average
1159,640,Graduation,Married,57304.0,0,1,61,5,0,0,1026,25,73,10.203969883641342,Low
1160,4252,Graduation,Married,44375.0,0,1,73,5,0,0,301,12,59,9.820670773442847,Low
1161,8432,Graduation,Together,54450.0,1,1,0,8,0,0,684,31,68,11.340177960301164,Low
1162,6218,Graduation,Married,59594.0,0,1,74,7,0,0,499,17,59,11.241615331964407,High
1163,6905,Graduation,Together,80685.0,0,0,55,2,0,0,1004,21,30,11.403148528405202,High
1164,5922,PhD,Married,40344.0,0,1,48,7,0,0,218,12,50,10.261464750171116,High
1165,3598,Graduation,Married,62710.0,0,1,53,4,0,0,606,22,52,10.652977412731007,Low
1166,6116,2n Cycle,Married,48985.0,0,1,13,3,0,0,75,6,56,10.69678302532512,Low
1167,6263,Graduation,Together,35322.0,1,2,34,8,0,0,106,9,56,11.403148528405202,High
1168,10486,Graduation,Married,77142.0,0,0,54,2,0,0,990,17,76,10.636550308008214,Low
1169,2410,Graduation,Single,81657.0,0,0,69,1,0,0,1097,16,55,9.984941820670773,Average
1170,193,Basic,Married,14421.0,0,0,81,5,0,0,16,4,28,9.91375770020534,Average
1171,3363,2n Cycle,Married,20130.0,0,0,99,8,0,0,34,5,50,9.83709787816564,Low
1172,8278,PhD,Married,74214.0,0,0,3,5,0,0,1711,16,34,11.392197125256674,Low
1173,10660,Master,Married,66726.0,1,1,61,7,0,0,438,17,67,9.127994524298426,Low
1174,8686,Basic,Together,23724.0,1,0,65,8,0,0,75,7,45,10.461327857631758,Average
1175,1604,Master,Married,47353.0,0,1,93,5,0,0,225,13,64,10.17659137577002,Low
1176,5907,Master,Married,33444.0,1,1,24,8,0,0,18,4,72,11.852156057494867,Average
1177,10669,Graduation,Married,54386.0,0,1,8,3,0,0,470,17,43,10.669404517453799,Average
1178,2918,Graduation,Divorced,28510.0,1,1,72,5,0,0,91,9,43,10.76249144421629,Low
1179,5735,Master,Single,90638.0,0,0,29,1,0,0,2525,18,33,9.924709103353868,Low
1180,359,Graduation,Together,48070.0,0,1,33,7,1,0,504,19,74,11.008898015058179,Low
1181,8387,Graduation,Married,43140.0,0,1,68,6,0,0,235,11,67,10.713210130047912,Low
1182,1829,PhD,Divorced,54959.0,0,1,55,7,0,1,1232,21,63,10.992470910335387,High
1183,3839,Basic,Single,15056.0,1,1,76,5,0,0,88,12,66,10.869267624914443,Average
1184,9392,Graduation,Single,26954.0,1,0,17,7,0,0,17,4,53,9.451060917180014,Low
1185,2292,Graduation,Single,22327.0,1,0,94,5,0,0,24,5,39,10.937713894592745,Average
1186,10466,Graduation,Married,44393.0,1,1,86,4,0,0,60,7,59,10.403832991101986,High
1187,9855,PhD,Single,62000.0,0,1,25,4,0,0,1020,26,72,10.395619438740589,Low
1188,4088,PhD,Together,31497.0,0,1,22,8,0,0,155,10,62,11.597535934291582,High
1189,5231,2n Cycle,Married,45894.0,0,2,15,5,0,0,51,5,50,9.886379192334017,Low
1190,590,Master,Divorced,78579.0,0,0,35,3,0,1,1812,16,54,11.069130732375086,Average
1191,8732,Master,Widow,67369.0,0,1,81,4,0,1,1461,25,55,11.16495550992471,Average
1192,2315,Graduation,Divorced,58401.0,0,1,55,4,0,0,96,6,64,9.744010951403148,Average
1193,3515,Graduation,Single,62307.0,0,1,94,5,0,0,160,9,72,9.91375770020534,Low
1194,2245,Master,Married,43641.0,1,1,50,6,0,0,139,10,55,10.737850787132102,Low
1195,6283,Master,Divorced,63841.0,0,1,64,6,0,0,908,22,56,10.740588637919233,Low
1196,2246,2n Cycle,Married,46891.0,0,1,91,4,0,0,183,8,59,11.019849418206707,High
1197,6606,Master,Married,70091.0,1,0,11,8,0,0,1161,19,55,10.798083504449007,Average
1198,5545,PhD,Married,78075.0,0,0,72,1,0,0,988,14,52,9.705681040383299,High
1199,7342,2n Cycle,Widow,59184.0,0,1,6,5,0,0,1072,27,63,11.353867214236825,High
1200,837,Graduation,Married,54809.0,1,1,0,4,0,0,174,12,47,10.18754277891855,High
1201,9500,Graduation,Married,58113.0,0,1,66,7,1,0,758,22,65,10.976043805612594,Average
1202,3602,Master,Married,51412.0,0,1,42,4,0,0,195,11,66,10.04517453798768,Low
